"Product.ID","Product.Category","Buyer.Gender","Buyer.Age","International.Shipping","Sales.Price","Shipping.Charges","Sales.per.Unit","Quantity","Total.Sales","Rating"
7,1,2,18,2,130,50,180,3,540,"4"
2,3,2,23,1,9,0,9,1,9,"5"
1,1,1,20,1,100,0,100,1,100,"5"
8,1,2,18,1,97,0,97,2,194,"5"
11,2,1,25,1,50,0,50,2,100,"2"
8,1,2,24,1,97,0,97,1,97,"3"
6,1,2,22,1,65,0,65,1,65,"4"
3,3,1,34,1,10,0,10,4,40,"4"
10,2,2,33,1,45,0,45,2,90,"5"
6,1,2,25,1,65,0,65,1,65,"4"
8,1,1,23,1,97,0,97,2,194,"4"
1,1,2,30,1,100,0,100,1,100,"3"
9,2,1,30,1,15,0,15,5,75,"4"
8,1,1,34,1,97,0,97,1,97,"5"
8,1,2,21,2,97,40,137,2,274,"4"
6,1,2,25,1,65,0,65,1,65,"4"
4,1,2,20,2,118,40,158,2,316,"5"
9,2,1,33,2,15,40,55,1,55,"5"
1,1,2,20,2,100,70,170,5,850,"3"
1,1,2,34,2,100,40,140,1,140,"2"
5,2,1,20,1,32,0,32,4,128,"2"
3,3,2,32,1,10,0,10,2,20,"5"
10,2,2,26,1,45,0,45,1,45,"4"
6,1,1,24,1,65,0,65,1,65,"4"
7,1,1,34,1,130,0,130,1,130,"5"
6,1,1,21,1,65,0,65,1,65,"4"
12,2,2,19,1,20,0,20,1,20,"5"
2,3,2,31,1,9,0,9,2,18,"3"
2,3,2,29,1,9,0,9,1,9,"5"
9,2,2,29,2,15,50,65,5,325,"5"
9,2,2,33,1,15,0,15,3,45,"5"
1,1,2,34,2,100,100,200,2,400,"4"
7,1,2,24,1,130,0,130,1,130,"4"
6,1,2,19,1,65,0,65,1,65,"5"
1,1,2,31,1,100,0,100,1,100,"1"
8,1,2,31,1,97,0,97,1,97,"5"
3,3,2,26,1,10,0,10,1,10,"3"
3,3,2,26,2,10,50,60,1,60,"5"
3,3,2,24,2,10,40,50,4,200,"3"
6,1,2,19,1,65,0,65,1,65,"5"
12,2,2,32,1,20,0,20,4,80,"4"
7,1,2,27,1,130,0,130,1,130,"4"
9,2,2,22,1,15,0,15,1,15,"4"
9,2,2,32,2,15,40,55,1,55,"5"
2,3,2,34,1,9,0,9,2,18,"2"
5,2,1,26,1,32,0,32,2,64,"4"
2,3,1,20,1,9,0,9,1,9,"5"
8,1,2,31,1,97,0,97,2,194,"1"
3,3,1,28,1,10,0,10,1,10,"2"
11,2,2,30,1,50,0,50,1,50,"1"
5,2,2,25,1,32,0,32,1,32,"5"
10,2,2,21,1,45,0,45,1,45,"1"
8,1,1,26,2,97,40,137,1,137,"3"
4,1,2,19,2,118,25,143,1,143,"5"
12,2,2,20,2,20,40,60,5,300,"5"
5,2,2,27,2,32,25,57,1,57,"3"
12,2,1,33,2,20,25,45,1,45,"3"
9,2,2,34,1,15,0,15,2,30,"3"
1,1,2,34,2,100,70,170,4,680,"2"
6,1,2,33,2,65,25,90,1,90,"3"
1,1,2,31,2,100,100,200,1,200,"1"
1,1,1,30,2,100,40,140,1,140,"4"
2,3,2,34,2,9,40,49,1,49,"3"
8,1,2,26,2,97,40,137,1,137,"5"
9,2,2,31,2,15,40,55,1,55,"4"
6,1,2,20,2,65,70,135,1,135,"5"
12,2,1,30,1,20,0,20,1,20,"5"
8,1,1,21,2,97,25,122,2,244,"4"
1,1,1,33,1,100,0,100,1,100,"4"
9,2,2,22,1,15,0,15,1,15,"2"
8,1,2,19,1,97,0,97,1,97,"5"
9,2,2,26,2,15,40,55,2,110,"3"
10,2,2,26,1,45,0,45,3,135,"2"
6,1,2,20,2,65,40,105,1,105,"3"
6,1,2,29,1,65,0,65,3,195,"5"
2,3,1,23,2,9,40,49,2,98,"4"
4,1,2,25,1,118,0,118,3,354,"3"
8,1,2,20,2,97,40,137,2,274,"4"
2,3,2,24,2,9,50,59,2,118,"5"
7,1,2,23,1,130,0,130,3,390,"2"
8,1,2,32,2,97,40,137,1,137,"1"
1,1,1,28,1,100,0,100,1,100,"2"
2,3,2,31,1,9,0,9,1,9,"2"
6,1,1,20,1,65,0,65,1,65,"4"
5,2,2,29,1,32,0,32,3,96,"4"
6,1,2,22,1,65,0,65,1,65,"4"
2,3,2,25,1,9,0,9,2,18,"3"
9,2,2,34,1,15,0,15,2,30,"2"
6,1,1,28,1,65,0,65,3,195,"3"
3,3,2,22,1,10,0,10,2,20,"4"
10,2,2,20,1,45,0,45,1,45,"5"
12,2,2,24,2,20,40,60,1,60,"5"
8,1,2,31,1,97,0,97,1,97,"2"
2,3,2,23,1,9,0,9,3,27,"4"
4,1,2,21,1,118,0,118,1,118,"2"
7,1,2,22,1,130,0,130,2,260,"1"
6,1,2,23,2,65,70,135,3,405,"5"
3,3,1,32,2,10,40,50,1,50,"3"
2,3,2,21,1,9,0,9,3,27,"5"
8,1,2,32,1,97,0,97,1,97,"5"
8,1,2,29,1,97,0,97,1,97,"2"
4,1,2,25,2,118,40,158,1,158,"1"
7,1,1,27,2,130,40,170,1,170,"4"
8,1,2,30,1,97,0,97,3,291,"3"
10,2,2,19,2,45,50,95,1,95,"4"
10,2,2,33,2,45,40,85,2,170,"2"
1,1,2,34,1,100,0,100,3,300,"4"
12,2,2,26,1,20,0,20,1,20,"5"
7,1,2,18,1,130,0,130,1,130,"5"
6,1,1,21,1,65,0,65,4,260,"4"
6,1,1,28,1,65,0,65,1,65,"4"
8,1,2,32,2,97,40,137,1,137,"3"
4,1,2,24,2,118,40,158,1,158,"5"
1,1,2,26,2,100,70,170,1,170,"4"
12,2,2,18,1,20,0,20,2,40,"4"
9,2,1,32,1,15,0,15,4,60,"5"
1,1,2,19,1,100,0,100,1,100,"3"
6,1,2,23,2,65,40,105,1,105,"5"
7,1,2,35,1,130,0,130,1,130,"4"
6,1,2,31,2,65,40,105,1,105,"1"
7,1,2,31,1,130,0,130,1,130,"4"
8,1,2,30,1,97,0,97,1,97,"3"
8,1,2,32,1,97,0,97,1,97,"5"
5,2,1,21,1,32,0,32,3,96,"5"
8,1,2,25,1,97,0,97,3,291,"5"
9,2,1,21,1,15,0,15,1,15,"5"
6,1,2,20,1,65,0,65,1,65,"2"
4,1,2,21,2,118,40,158,1,158,"4"
8,1,2,18,2,97,70,167,1,167,"1"
1,1,2,26,1,100,0,100,1,100,"1"
6,1,2,31,1,65,0,65,1,65,"3"
9,2,1,34,1,15,0,15,1,15,"1"
2,3,2,19,1,9,0,9,2,18,"5"
9,2,2,29,1,15,0,15,1,15,"3"
6,1,1,29,1,65,0,65,1,65,"3"
6,1,2,34,1,65,0,65,1,65,"3"
4,1,1,34,1,118,0,118,2,236,"4"
9,2,2,22,1,15,0,15,1,15,"3"
10,2,2,22,1,45,0,45,2,90,"1"
3,3,2,25,2,10,40,50,4,200,"5"
7,1,1,23,1,130,0,130,2,260,"4"
2,3,2,24,1,9,0,9,1,9,"3"
11,2,2,30,1,50,0,50,1,50,"3"
8,1,2,22,1,97,0,97,1,97,"5"
2,3,2,25,1,9,0,9,1,9,"1"
1,1,2,35,2,100,100,200,2,400,"4"
6,1,2,28,1,65,0,65,5,325,"1"
6,1,1,23,1,65,0,65,1,65,"4"
4,1,1,32,1,118,0,118,2,236,"1"
6,1,1,33,2,65,50,115,2,230,"4"
6,1,1,33,1,65,0,65,2,130,"1"
3,3,1,20,2,10,50,60,1,60,"1"
9,2,2,29,1,15,0,15,1,15,"2"
10,2,1,26,1,45,0,45,2,90,"5"
6,1,1,20,1,65,0,65,1,65,"2"
7,1,2,34,2,130,40,170,1,170,"1"
10,2,1,18,1,45,0,45,1,45,"1"
6,1,1,31,2,65,100,165,1,165,"5"
1,1,2,30,1,100,0,100,1,100,"2"
4,1,2,29,2,118,70,188,1,188,"5"
6,1,1,23,1,65,0,65,1,65,"3"
10,2,1,26,1,45,0,45,4,180,"1"
9,2,2,24,1,15,0,15,1,15,"1"
2,3,2,29,1,9,0,9,1,9,"5"
10,2,2,31,1,45,0,45,2,90,"5"
3,3,2,18,2,10,50,60,1,60,"2"
4,1,2,27,2,118,40,158,2,316,"2"
12,2,1,29,1,20,0,20,2,40,"3"
12,2,1,19,1,20,0,20,1,20,"3"
6,1,2,26,1,65,0,65,1,65,"2"
1,1,2,31,1,100,0,100,3,300,"4"
4,1,2,27,1,118,0,118,1,118,"4"
1,1,2,18,1,100,0,100,1,100,"5"
6,1,2,19,1,65,0,65,1,65,"1"
5,2,1,26,1,32,0,32,2,64,"4"
2,3,2,25,2,9,25,34,1,34,"2"
4,1,2,32,1,118,0,118,1,118,"4"
12,2,1,28,1,20,0,20,3,60,"5"
8,1,2,29,2,97,50,147,1,147,"1"
9,2,2,21,2,15,40,55,5,275,"4"
6,1,2,20,1,65,0,65,1,65,"5"
1,1,1,30,1,100,0,100,4,400,"2"
6,1,2,26,1,65,0,65,1,65,"1"
2,3,2,26,1,9,0,9,1,9,"1"
9,2,2,27,1,15,0,15,4,60,"5"
6,1,1,35,1,65,0,65,3,195,"4"
6,1,2,30,1,65,0,65,1,65,"4"
2,3,1,32,1,9,0,9,1,9,"1"
12,2,1,20,1,20,0,20,1,20,"2"
6,1,2,26,2,65,40,105,1,105,"5"
7,1,2,24,1,130,0,130,3,390,"5"
1,1,2,25,1,100,0,100,1,100,"4"
1,1,2,19,1,100,0,100,1,100,"5"
6,1,1,20,1,65,0,65,1,65,"3"
1,1,2,25,1,100,0,100,1,100,"4"
2,3,1,22,2,9,40,49,1,49,"3"
9,2,1,31,2,15,40,55,1,55,"1"
3,3,2,29,2,10,50,60,1,60,"3"
1,1,2,29,2,100,100,200,2,400,"4"
3,3,2,23,1,10,0,10,1,10,"4"
1,1,2,24,1,100,0,100,1,100,"5"
8,1,2,23,1,97,0,97,1,97,"1"
3,3,2,21,1,10,0,10,1,10,"5"
4,1,1,19,1,118,0,118,1,118,"3"
10,2,1,18,1,45,0,45,1,45,"4"
7,1,2,21,2,130,40,170,1,170,"4"
9,2,2,30,1,15,0,15,1,15,"3"
12,2,2,32,1,20,0,20,3,60,"1"
9,2,1,20,2,15,25,40,1,40,"5"
3,3,2,30,1,10,0,10,1,10,"1"
1,1,2,25,1,100,0,100,1,100,"1"
9,2,2,26,2,15,40,55,1,55,"4"
2,3,1,35,1,9,0,9,1,9,"2"
9,2,2,29,2,15,40,55,1,55,"5"
1,1,2,18,1,100,0,100,1,100,"3"
5,2,2,20,1,32,0,32,1,32,"4"
6,1,2,18,2,65,40,105,1,105,"3"
9,2,2,20,1,15,0,15,1,15,"1"
3,3,2,32,1,10,0,10,2,20,"4"
9,2,2,29,1,15,0,15,5,75,"3"
7,1,1,25,1,130,0,130,4,520,"5"
6,1,2,18,1,65,0,65,1,65,"5"
3,3,2,21,2,10,25,35,1,35,"3"
9,2,2,25,2,15,70,85,1,85,"2"
7,1,2,26,1,130,0,130,1,130,"1"
1,1,2,27,1,100,0,100,1,100,"3"
1,1,2,30,1,100,0,100,1,100,"3"
10,2,2,24,1,45,0,45,1,45,"4"
7,1,2,34,1,130,0,130,1,130,"4"
9,2,1,26,1,15,0,15,1,15,"5"
5,2,2,32,1,32,0,32,1,32,"1"
6,1,2,33,1,65,0,65,2,130,"3"
8,1,2,33,2,97,40,137,3,411,"5"
6,1,2,32,1,65,0,65,1,65,"5"
2,3,2,34,2,9,40,49,1,49,"4"
1,1,1,22,1,100,0,100,2,200,"4"
8,1,2,25,2,97,40,137,1,137,"4"
3,3,1,35,1,10,0,10,2,20,"4"
3,3,2,32,1,10,0,10,4,40,"5"
3,3,2,34,1,10,0,10,2,20,"1"
1,1,2,21,1,100,0,100,2,200,"4"
10,2,2,23,2,45,40,85,1,85,"4"
5,2,2,20,1,32,0,32,2,64,"2"
2,3,2,31,1,9,0,9,3,27,"4"
9,2,2,31,1,15,0,15,1,15,"3"
6,1,2,32,1,65,0,65,1,65,"5"
9,2,2,18,1,15,0,15,2,30,"4"
1,1,2,24,1,100,0,100,2,200,"1"
10,2,1,22,1,45,0,45,1,45,"4"
7,1,2,19,1,130,0,130,3,390,"1"
2,3,1,30,2,9,25,34,1,34,"4"
2,3,2,22,1,9,0,9,1,9,"3"
2,3,2,24,1,9,0,9,1,9,"4"
5,2,2,22,2,32,50,82,2,164,"2"
5,2,2,30,2,32,40,72,1,72,"3"
7,1,2,33,2,130,40,170,1,170,"1"
6,1,2,21,1,65,0,65,1,65,"4"
10,2,2,18,1,45,0,45,1,45,"5"
13,3,1,22,2,23,40,63,2,126,"4"
6,1,2,30,1,65,0,65,1,65,"5"
10,2,2,18,1,45,0,45,1,45,"4"
2,3,2,20,1,9,0,9,4,36,"4"
11,2,2,34,1,50,0,50,2,100,"3"
3,3,2,29,1,10,0,10,1,10,"3"
1,1,2,27,1,100,0,100,1,100,"1"
9,2,2,27,1,15,0,15,1,15,"1"
8,1,2,34,1,97,0,97,1,97,"4"
1,1,2,20,1,100,0,100,1,100,"4"
7,1,1,26,1,130,0,130,1,130,"4"
4,1,2,21,2,118,40,158,1,158,"2"
6,1,2,34,1,65,0,65,4,260,"5"
3,3,1,27,1,10,0,10,1,10,"4"
9,2,2,28,1,15,0,15,1,15,"5"
3,3,2,23,1,10,0,10,1,10,"5"
1,1,2,19,1,100,0,100,1,100,"2"
2,3,1,23,2,9,25,34,1,34,"4"
10,2,2,21,1,45,0,45,4,180,"4"
7,1,1,19,1,130,0,130,1,130,"4"
6,1,2,29,1,65,0,65,1,65,"3"
11,2,1,23,1,50,0,50,1,50,"4"
7,1,2,35,1,130,0,130,2,260,"3"
6,1,2,26,2,65,25,90,1,90,"5"
6,1,2,24,1,65,0,65,1,65,"2"
8,1,2,32,1,97,0,97,1,97,"5"
2,3,1,30,2,9,70,79,1,79,"5"
4,1,2,22,1,118,0,118,1,118,"5"
9,2,1,28,1,15,0,15,1,15,"5"
4,1,2,19,1,118,0,118,4,472,"5"
6,1,2,29,1,65,0,65,1,65,"4"
2,3,2,27,1,9,0,9,1,9,"5"
1,1,1,23,1,100,0,100,3,300,"3"
6,1,2,20,2,65,100,165,1,165,"5"
9,2,2,30,1,15,0,15,1,15,"4"
9,2,2,35,2,15,25,40,1,40,"5"
8,1,2,27,1,97,0,97,2,194,"4"
12,2,2,19,2,20,40,60,1,60,"5"
4,1,2,34,1,118,0,118,1,118,"4"
1,1,2,26,1,100,0,100,1,100,"5"
9,2,2,35,1,15,0,15,1,15,"5"
3,3,1,24,1,10,0,10,1,10,"1"
2,3,2,33,1,9,0,9,1,9,"1"
9,2,2,32,1,15,0,15,1,15,"5"
8,1,1,18,1,97,0,97,4,388,"2"
7,1,1,35,1,130,0,130,1,130,"3"
10,2,2,22,1,45,0,45,1,45,"5"
11,2,2,20,2,50,100,150,1,150,"4"
9,2,2,20,1,15,0,15,1,15,"1"
1,1,1,33,1,100,0,100,1,100,"4"
5,2,2,33,1,32,0,32,3,96,"4"
6,1,1,20,1,65,0,65,4,260,"4"
1,1,1,22,1,100,0,100,3,300,"4"
9,2,2,19,1,15,0,15,1,15,"1"
3,3,1,26,2,10,40,50,1,50,"5"
6,1,2,35,2,65,25,90,1,90,"5"
9,2,2,23,1,15,0,15,1,15,"5"
11,2,2,20,1,50,0,50,3,150,"5"
10,2,2,35,2,45,40,85,3,255,"5"
8,1,2,21,1,97,0,97,1,97,"5"
6,1,1,25,1,65,0,65,4,260,"2"
6,1,2,23,1,65,0,65,4,260,"4"
9,2,1,35,1,15,0,15,1,15,"1"
1,1,1,20,1,100,0,100,1,100,"4"
8,1,2,25,1,97,0,97,3,291,"4"
9,2,1,35,1,15,0,15,3,45,"4"
1,1,2,25,1,100,0,100,4,400,"5"
1,1,1,29,1,100,0,100,1,100,"1"
2,3,1,21,2,9,70,79,2,158,"1"
2,3,2,23,1,9,0,9,2,18,"4"
12,2,2,25,1,20,0,20,1,20,"3"
11,2,2,28,1,50,0,50,1,50,"4"
5,2,2,26,1,32,0,32,1,32,"4"
11,2,2,32,1,50,0,50,3,150,"5"
5,2,1,28,1,32,0,32,2,64,"4"
1,1,2,21,1,100,0,100,1,100,"5"
7,1,2,31,1,130,0,130,1,130,"3"
6,1,2,18,1,65,0,65,2,130,"3"
4,1,2,34,1,118,0,118,2,236,"1"
12,2,1,24,1,20,0,20,1,20,"5"
11,2,2,34,1,50,0,50,1,50,"5"
4,1,2,21,1,118,0,118,2,236,"2"
1,1,1,26,1,100,0,100,2,200,"3"
10,2,2,35,1,45,0,45,1,45,"5"
3,3,2,27,1,10,0,10,1,10,"5"
1,1,2,22,1,100,0,100,1,100,"4"
1,1,1,22,1,100,0,100,2,200,"1"
9,2,1,22,1,15,0,15,1,15,"3"
2,3,1,22,1,9,0,9,1,9,"3"
6,1,2,33,1,65,0,65,1,65,"3"
9,2,2,31,2,15,70,85,1,85,"1"
11,2,1,29,1,50,0,50,2,100,"3"
9,2,2,23,2,15,25,40,1,40,"4"
12,2,2,21,1,20,0,20,1,20,"1"
11,2,2,19,2,50,40,90,1,90,"4"
1,1,2,34,1,100,0,100,1,100,"5"
4,1,1,28,2,118,40,158,3,474,"1"
6,1,2,32,2,65,40,105,2,210,"1"
5,2,2,33,2,32,40,72,1,72,"2"
1,1,2,20,1,100,0,100,1,100,"5"
6,1,2,27,2,65,25,90,1,90,"4"
10,2,2,22,2,45,25,70,1,70,"1"
6,1,1,19,2,65,40,105,2,210,"4"
6,1,1,28,1,65,0,65,1,65,"4"
10,2,2,31,1,45,0,45,1,45,"4"
10,2,2,19,1,45,0,45,1,45,"4"
9,2,2,32,1,15,0,15,1,15,"3"
3,3,2,31,1,10,0,10,3,30,"5"
3,3,2,30,1,10,0,10,1,10,"5"
9,2,2,22,2,15,25,40,1,40,"1"
2,3,1,26,1,9,0,9,2,18,"4"
8,1,2,33,1,97,0,97,1,97,"4"
10,2,2,34,2,45,40,85,2,170,"2"
7,1,2,21,2,130,25,155,1,155,"4"
9,2,2,34,1,15,0,15,1,15,"5"
8,1,2,21,2,97,100,197,1,197,"5"
13,3,2,22,2,23,100,123,1,123,"3"
3,3,2,32,2,10,25,35,1,35,"4"
1,1,1,23,2,100,40,140,1,140,"4"
6,1,2,29,1,65,0,65,1,65,"2"
8,1,2,18,1,97,0,97,1,97,"5"
7,1,2,27,2,130,70,200,2,400,"4"
2,3,2,22,2,9,70,79,1,79,"1"
3,3,1,20,1,10,0,10,1,10,"4"
6,1,1,18,1,65,0,65,1,65,"1"
6,1,2,27,1,65,0,65,1,65,"5"
6,1,2,25,2,65,100,165,2,330,"5"
8,1,2,25,1,97,0,97,2,194,"1"
6,1,2,22,1,65,0,65,1,65,"5"
1,1,2,21,1,100,0,100,3,300,"5"
10,2,2,22,1,45,0,45,1,45,"5"
4,1,2,20,1,118,0,118,1,118,"5"
2,3,1,23,1,9,0,9,1,9,"5"
12,2,2,35,2,20,25,45,5,225,"4"
11,2,2,32,1,50,0,50,1,50,"5"
9,2,2,29,1,15,0,15,1,15,"5"
6,1,2,22,1,65,0,65,1,65,"4"
12,2,2,18,1,20,0,20,1,20,"5"
13,3,2,29,1,23,0,23,3,69,"4"
9,2,2,31,2,15,70,85,1,85,"5"
9,2,2,27,1,15,0,15,1,15,"4"
9,2,1,25,1,15,0,15,1,15,"2"
1,1,1,20,1,100,0,100,1,100,"1"
6,1,2,34,2,65,40,105,3,315,"4"
5,2,2,24,1,32,0,32,3,96,"4"
1,1,2,24,1,100,0,100,1,100,"3"
7,1,2,25,1,130,0,130,1,130,"4"
4,1,2,26,1,118,0,118,1,118,"4"
3,3,2,19,1,10,0,10,3,30,"4"
9,2,2,25,1,15,0,15,1,15,"1"
8,1,2,21,1,97,0,97,1,97,"5"
7,1,2,25,1,130,0,130,1,130,"5"
3,3,2,32,1,10,0,10,1,10,"5"
12,2,2,34,1,20,0,20,1,20,"5"
6,1,2,34,2,65,25,90,1,90,"5"
7,1,1,24,1,130,0,130,1,130,"4"
9,2,2,35,1,15,0,15,1,15,"4"
4,1,2,32,1,118,0,118,2,236,"5"
13,3,2,24,2,23,40,63,1,63,"5"
3,3,1,33,1,10,0,10,1,10,"4"
6,1,2,26,1,65,0,65,1,65,"4"
1,1,2,19,2,100,40,140,1,140,"4"
6,1,1,21,2,65,70,135,1,135,"5"
6,1,2,29,1,65,0,65,2,130,"5"
8,1,2,34,1,97,0,97,1,97,"3"
8,1,2,21,1,97,0,97,1,97,"3"
8,1,1,35,2,97,25,122,1,122,"1"
4,1,2,33,1,118,0,118,1,118,"4"
6,1,2,29,1,65,0,65,1,65,"1"
6,1,2,28,1,65,0,65,5,325,"5"
4,1,1,30,1,118,0,118,1,118,"3"
1,1,2,23,1,100,0,100,1,100,"5"
10,2,1,27,1,45,0,45,1,45,"1"
4,1,1,23,1,118,0,118,1,118,"5"
12,2,1,24,1,20,0,20,5,100,"4"
6,1,2,21,2,65,70,135,1,135,"1"
6,1,2,31,1,65,0,65,1,65,"5"
2,3,1,35,1,9,0,9,1,9,"5"
8,1,1,23,1,97,0,97,2,194,"5"
9,2,2,30,1,15,0,15,2,30,"2"
11,2,2,19,1,50,0,50,2,100,"4"
7,1,2,25,1,130,0,130,2,260,"4"
3,3,2,26,1,10,0,10,1,10,"4"
1,1,2,33,2,100,40,140,1,140,"5"
10,2,2,20,1,45,0,45,3,135,"5"
6,1,2,22,1,65,0,65,1,65,"4"
10,2,2,35,1,45,0,45,1,45,"5"
6,1,1,18,1,65,0,65,1,65,"1"
1,1,1,22,1,100,0,100,1,100,"3"
12,2,2,34,1,20,0,20,1,20,"5"
6,1,2,28,1,65,0,65,1,65,"3"
1,1,2,28,1,100,0,100,1,100,"1"
12,2,2,27,1,20,0,20,1,20,"1"
1,1,2,20,1,100,0,100,1,100,"3"
8,1,2,18,2,97,40,137,1,137,"5"
9,2,2,32,1,15,0,15,1,15,"5"
2,3,2,29,2,9,70,79,1,79,"4"
12,2,2,32,1,20,0,20,1,20,"3"
1,1,1,18,1,100,0,100,1,100,"3"
9,2,1,31,2,15,100,115,1,115,"3"
6,1,2,28,1,65,0,65,1,65,"4"
10,2,2,31,1,45,0,45,1,45,"5"
6,1,1,30,1,65,0,65,1,65,"3"
6,1,2,21,1,65,0,65,1,65,"4"
8,1,2,27,1,97,0,97,3,291,"4"
9,2,2,19,1,15,0,15,1,15,"4"
8,1,2,32,1,97,0,97,1,97,"5"
12,2,1,26,2,20,50,70,1,70,"5"
7,1,2,19,1,130,0,130,1,130,"4"
7,1,2,21,1,130,0,130,1,130,"3"
7,1,1,20,1,130,0,130,1,130,"4"
9,2,1,32,1,15,0,15,5,75,"4"
2,3,2,18,1,9,0,9,4,36,"1"
6,1,2,22,1,65,0,65,1,65,"4"
4,1,2,26,2,118,25,143,1,143,"1"
6,1,2,29,2,65,40,105,1,105,"3"
11,2,1,30,1,50,0,50,1,50,"1"
8,1,2,19,1,97,0,97,1,97,"2"
8,1,2,35,1,97,0,97,1,97,"1"
9,2,2,19,1,15,0,15,1,15,"4"
5,2,2,22,1,32,0,32,1,32,"1"
2,3,2,33,2,9,40,49,1,49,"1"
6,1,1,22,1,65,0,65,1,65,"1"
9,2,2,35,1,15,0,15,2,30,"3"
4,1,1,18,1,118,0,118,1,118,"5"
4,1,1,30,1,118,0,118,1,118,"5"
2,3,2,24,1,9,0,9,1,9,"5"
9,2,1,24,1,15,0,15,1,15,"4"
8,1,2,18,1,97,0,97,1,97,"4"
5,2,2,29,1,32,0,32,1,32,"3"
9,2,2,27,1,15,0,15,3,45,"4"
6,1,2,31,1,65,0,65,2,130,"3"
2,3,2,21,2,9,40,49,2,98,"4"
2,3,2,19,1,9,0,9,1,9,"4"
4,1,2,28,1,118,0,118,1,118,"4"
8,1,1,31,1,97,0,97,2,194,"5"
8,1,2,31,2,97,40,137,1,137,"1"
3,3,2,23,1,10,0,10,2,20,"4"
8,1,2,35,1,97,0,97,1,97,"2"
3,3,2,32,2,10,40,50,2,100,"1"
2,3,2,24,1,9,0,9,3,27,"1"
2,3,2,28,1,9,0,9,1,9,"4"
3,3,2,19,1,10,0,10,1,10,"4"
2,3,2,35,1,9,0,9,1,9,"5"
2,3,1,32,1,9,0,9,4,36,"5"
2,3,2,27,2,9,70,79,2,158,"1"
2,3,2,26,1,9,0,9,1,9,"5"
6,1,2,28,1,65,0,65,2,130,"4"
12,2,1,29,1,20,0,20,3,60,"5"
9,2,1,24,1,15,0,15,1,15,"4"
6,1,1,20,1,65,0,65,2,130,"3"
4,1,1,34,2,118,70,188,2,376,"4"
12,2,1,29,1,20,0,20,2,40,"2"
12,2,2,25,1,20,0,20,1,20,"5"
12,2,2,27,1,20,0,20,4,80,"5"
1,1,1,21,2,100,25,125,1,125,"2"
5,2,1,19,2,32,70,102,4,408,"4"
11,2,1,34,1,50,0,50,4,200,"2"
12,2,2,19,1,20,0,20,2,40,"4"
8,1,2,28,2,97,25,122,1,122,"2"
9,2,1,22,1,15,0,15,2,30,"4"
6,1,2,35,1,65,0,65,1,65,"1"
2,3,2,35,1,9,0,9,1,9,"5"
8,1,1,20,1,97,0,97,2,194,"5"
10,2,2,23,1,45,0,45,1,45,"5"
6,1,1,24,1,65,0,65,1,65,"4"
8,1,2,35,1,97,0,97,4,388,"4"
6,1,2,30,1,65,0,65,1,65,"4"
8,1,2,30,1,97,0,97,1,97,"1"
1,1,2,27,1,100,0,100,1,100,"5"
6,1,2,35,2,65,25,90,2,180,"4"
10,2,2,22,2,45,50,95,1,95,"5"
6,1,2,29,1,65,0,65,1,65,"3"
2,3,1,24,1,9,0,9,1,9,"1"
9,2,2,23,2,15,25,40,2,80,"4"
10,2,1,19,2,45,40,85,1,85,"1"
9,2,1,21,2,15,100,115,5,575,"4"
1,1,1,29,1,100,0,100,1,100,"3"
3,3,2,31,1,10,0,10,1,10,"1"
9,2,2,26,1,15,0,15,1,15,"1"
8,1,2,30,1,97,0,97,1,97,"4"
12,2,2,28,1,20,0,20,5,100,"2"
9,2,1,32,1,15,0,15,1,15,"4"
2,3,2,28,1,9,0,9,1,9,"5"
12,2,2,35,1,20,0,20,5,100,"2"
8,1,2,18,1,97,0,97,3,291,"1"
6,1,2,20,2,65,25,90,1,90,"4"
6,1,2,19,1,65,0,65,1,65,"5"
12,2,2,19,1,20,0,20,1,20,"5"
9,2,2,31,1,15,0,15,2,30,"4"
9,2,2,23,2,15,40,55,1,55,"4"
1,1,1,31,2,100,40,140,2,280,"5"
2,3,1,27,1,9,0,9,1,9,"4"
9,2,2,21,1,15,0,15,4,60,"4"
2,3,2,32,1,9,0,9,1,9,"5"
12,2,2,33,2,20,40,60,5,300,"5"
5,2,2,23,1,32,0,32,5,160,"4"
3,3,2,18,1,10,0,10,1,10,"4"
9,2,2,35,1,15,0,15,1,15,"1"
8,1,2,18,1,97,0,97,4,388,"5"
9,2,1,26,1,15,0,15,3,45,"2"
4,1,1,20,2,118,40,158,1,158,"3"
4,1,2,30,1,118,0,118,1,118,"4"
9,2,2,20,1,15,0,15,1,15,"4"
12,2,1,24,1,20,0,20,4,80,"5"
1,1,2,22,1,100,0,100,1,100,"1"
12,2,1,20,2,20,40,60,1,60,"5"
1,1,2,20,1,100,0,100,2,200,"5"
6,1,2,18,2,65,25,90,2,180,"4"
10,2,2,27,2,45,40,85,1,85,"5"
7,1,1,20,2,130,40,170,1,170,"3"
10,2,2,24,1,45,0,45,3,135,"2"
3,3,2,31,1,10,0,10,1,10,"5"
8,1,2,19,2,97,40,137,1,137,"3"
7,1,1,22,1,130,0,130,1,130,"4"
2,3,2,22,2,9,40,49,1,49,"3"
6,1,2,25,2,65,25,90,1,90,"5"
9,2,2,30,1,15,0,15,1,15,"2"
9,2,2,23,2,15,100,115,1,115,"5"
10,2,2,30,1,45,0,45,1,45,"3"
6,1,2,22,2,65,70,135,1,135,"2"
8,1,1,26,1,97,0,97,1,97,"2"
